Timestamp,Gender,Age (number),Race/ethnicity,If not from U.S. please specify COUNTRY (leave blank if from U.S.),"Home State (abrv., Ex. NY, USE ALL CAPS please!)
(N/A if not from U.S.)","Name of home COUNTY (Ex. Broome)
(N/A if not from U.S.)",Did you play organized sports from ages 5-12?,Did you play organized sports from ages 13-18?,"Which sport was your primary sport in high school (if you played, if not click none)","Which sport was your secondary sport in high school (if you played, if not click none)","Did you hold a leadership position in high school for your sport? (Captain, etc.) (Click no if did not play a sport)",At what point did you stop playing these sports?,"To the best of your recollection, How many hours did you study in High School per week?",Were you part of any non sport club(s) in high school?,"if yes, how many","What was, to the best of your recollection, your High School average (out of 100)?
(If unknown, write N/A)",How many days per week did you train for your sport in high school (if no sport: select Did not train),How many hours did you spend training for your sport per day?,Did you aspire to be an athlete in college?,Did you mention any sports involvement on your college application?,Year,"Major
(if not at Binghamton click OTHER @ bottom)
(if not at college choose NONE @ bottom)",What college do you attend (did attend)?,If not attending/didn't attend Binghamton University please specify your Major at your university,If you did not attend/aren't attending Binghamton University did you apply to Binghamton University? ,If you did not attend/aren't attending Binghamton University did you get accepted into Binghamton? ,"College GPA (EX: 3.53)
(If freshman write ""No GPA Yet"")",After college plans,Are you currently an athlete on a NCAA team at your school (D1/D2/D3)?,"What university teams are you on, if any? (choose all that apply, if not click none)","Do you participate in any intramural sports in college?
",How many days do you train per week currently? (if not a college athlete select Do not train),How many hours do you spend training for your sport per day? (if not a college athlete select Do not train),"Do you think participation in these sports has positively or negatively affected your grades
","Are you enrolled in college on an athletic scholarship if you play a sport?
(Don’t answer if you do not play a sport in college)","Feedback:

Were any of the questions confusing or unclear? If yes, which ones?
Did any questions feel repetitive or unnecessary?
Were there any important questions you think we should add?
How long did the survey take you to complete? Was that too short, too long, or about right?
Did the wording of any questions feel biased or leading?
Were the answer choices clear and complete (e.g., did you ever feel like your answer wasn’t listed)?
Overall, what parts of the survey worked well?
What parts should we change or remove?
","If you answered yes to the last question, how did you make your team?"
9/18/2025 16:35:47,Male,21,White,,NY,New York,No,No,None,None,No,Never Played,3,No,,96,Did not train,Did not train,No,No,Senior,"Political Science, BA",Binghamton University,,,,3.72,Graduate School,No,None,No,Do not train,Do not train,N/A,No,,
9/18/2025 16:38:44,Male,21,White,,NY,Rockland,Yes,Yes,XC/Track and Field,Baseball,Yes,End of high school,3,Yes,1,96,7,3,Yes,Yes,Senior,"Mathematical Sciences, BA",Binghamton University,,,,3.18,Employment,No,None,Yes,Do not train,Do not train,Positive effect,No,N/A,
9/18/2025 16:42:38,Male,21,White,,NY,Suffolk,Yes,Yes,Baseball,XC/Track and Field,Yes,End of high school,2,Yes,1,98,6,2,Yes,Yes,Senior,"Political Science, BA",Binghamton University,,,,3.5,Graduate School,No,None,Yes,Do not train,Do not train,Positive effect,,,
9/18/2025 17:55:02,Male,21,White,,NY,Nassau,Yes,Yes,Tennis,None,Yes,Never Stopped,8,Yes,5+,99.3,5,2,No,Yes,Senior,"Mathematical Sciences, BA",Binghamton University,,,Yes,3.9,Employment,No,None,No,Do not train,Do not train,N/A,,,
9/18/2025 18:19:22,Female,21,White,,MA,Plymouth,Yes,Yes,Softball,Field Hockey,Yes,End of high school,3,No,,N/A,6,2,No,Yes,Senior,"English, BA",Binghamton University,,,,3.98,Graduate School,No,None,No,Do not train,Do not train,No effect,,"I feel like the mix of required vs unrequired questions was a little strange. For example, the demographics section at the beginning where you asked where are you from, the option to fill in a state was not required (because there might be people not from the US taking this) but the question about what county are you from was required (despite the fact that not everybody taking this will be from the US, which you did clarify in the questions).

The only question I found unclear was the one about the high school average out of 100. I was not sure what a high school average was (which might just be a me thing), or if you were asking for the average of something and just forgot to put the extra word in there. 

Other than those two things, I thought this survey was well put together and thorough in its questions. It did not take a long time to fill out and both the questions and answers were easy to understand. Nice job!",
9/18/2025 18:21:44,Female,20,Black or African American,,NY,Kings,Yes,Yes,Swimming and Diving,None,No,End of high school,5,Yes,1,98,3,2,No,Yes,Senior,"Economics, BA",Binghamton University,,,,3.7,Employment,No,None,No,Do not train,Do not train,Positive effect,,,
9/18/2025 21:27:47,Female,21,White,,NY,Nassau,Yes,Yes,Volleyball,Lacrosse,No,End of high school,4,Yes,2,96,5,2,No,Yes,Senior,"Economics, BA",Binghamton University,,Yes,Yes,3.55,Employment,No,None,Yes,Do not train,Do not train,N/A,No,,
9/18/2025 22:31:11,Female,21,Hispanic or Latino,,NY,Westchester,Yes,Yes,XC/Track and Field,XC/Track and Field,Yes,Never Stopped,4,Yes,1,98,6,2,Yes,Yes,Senior,Other,Stony Brook University,Health science ,No,,3.2,Graduate School,Yes,XC/Track and Field,No,6,2,Positive effect,Yes,,Recruited
9/22/2025 13:07:32,Male,21,White,,NY,N/A,Yes,Yes,Lacrosse,None,No,End of high school,3,Yes,2,94,6,2,No,Yes,Senior,"Sociology, BA",Binghamton University,,Yes,Yes,3.3,Employment,No,None,No,Do not train,Do not train,Positive effect,No,N/A,
9/22/2025 13:16:08,Female,21,White,,NY,Nassau,Yes,Yes,Lacrosse,Volleyball,No,During high school,2,Yes,2,98,4,1,No,No,Senior,"Biological Sciences, BS",Binghamton University,,,,3.67,Graduate School,No,None,No,Do not train,Do not train,N/A,No,,
9/22/2025 13:18:16,Female,21,White,,NY,N/A,Yes,Yes,Field hockey ,None,No,End of high school,4,Yes,1,96,2,2,No,Yes,Senior,"English, BA",Binghamton University,,Yes,,3.81,Employment,No,None,No,Do not train,Do not train,N/A,No,,
9/22/2025 13:21:06,Male,21,Asian,,NY,Rockland,Yes,Yes,Basketball,XC/Track and Field,Yes,Never Stopped,3,Yes,1,94,6,3,Yes,Yes,Graduate Student,"Geological Sciences, BA",Binghamton University,,,,3.5,Employment,No,None,Yes,Do not train,Do not train,Positive effect,No,Well done!,
9/22/2025 13:21:25,Female,20,"Asian, White",,NY,Queens ,Yes,Yes,Volleyball,None,Yes,End of high school,6,Yes,3,99.1,6,2,Yes,Yes,Senior,"Mathematical Sciences, BA",Binghamton University,,,,3.33,Graduate School,No,None,No,Do not train,Do not train,N/A,,,
9/22/2025 13:21:31,Female,21,White,,NY,Nassau ,Yes,Yes,Swimming and Diving,Volleyball,Yes,End of high school,3,Yes,3,105,5,1,No,No,Senior,"Philosophy, Politics, and Law, BA",Binghamton University,,,,3.92,Graduate School,No,None,No,Do not train,Do not train,N/A,No,,
9/22/2025 13:23:31,Female,21,White,,NY,Suffolk,Yes,No,None,None,No,End of middle school,5,Yes,2,93,Did not train,Did not train,No,No,Senior,"Biological Sciences, BS",Binghamton University,,,,3.5,Graduate School,No,None,No,Do not train,Do not train,N/A,,Quick easy,
9/22/2025 13:32:53,Female,21,White,,NY,Suffolk,Yes,Yes,Volleyball,None,Yes,End of high school,3,Yes,2,94,5,3,No,Yes,Senior,"Human Development, BS",Binghamton University,,,,3.37,Graduate School,No,None,No,Do not train,Do not train,N/A,,,
9/22/2025 13:44:11,Female,20,White,,NY,N/A,Yes,Yes,Softball,Soccer,Yes,End of high school,5,Yes,4,97,4,2,No,Yes,Junior,"Psychology, BA",Binghamton University,,Yes,Yes,3.76,Graduate School,No,None,Yes,Do not train,Do not train,N/A,No,,
9/22/2025 13:47:40,Male,19,White,,NY,Nassau,Yes,Yes,Wrestling,Soccer,No,End of high school,5,Yes,3,94,5,2,No,Yes,Junior,"Industrial and Systems Engineering, BS",Binghamton University,,,,3.56,Employment,No,None,Yes,Do not train,Do not train,Positive effect,No,,
9/22/2025 13:48:04,Male,20,White,,NY,N/A,Yes,Yes,Baseball,XC/Track and Field,No,Never Stopped,5,Yes,3,98,3,1,No,Yes,Junior,"Economics, BS",Binghamton University,,,,3.5,Employment,No,None,Yes,Do not train,Do not train,Positive effect,No,,
9/22/2025 13:58:22,Male,21,White,,NY,Suffolk ,Yes,Yes,Soccer,None,No,End of high school,3,No,,94,6,2,Yes,Yes,Senior,"Economics, BA",Binghamton University,,,,2.7,Employment,No,None,Yes,Do not train,Do not train,N/A,No,If you did not attend/are attending Binghamton University did you apply to Binghamton University?- This question was confusing,
9/22/2025 14:03:09,Male,18,"Middle Eastern or North African, White",,NY,Nassau,Yes,Yes,American Football,Basketball,Yes,End of high school,3,Yes,2,94,6,4,No,Yes,Freshman,"Biological Sciences, BA",Binghamton University,,,,N/A,Graduate School,No,None,Yes,Do not train,Do not train,No effect,No,It was a great form ,
9/22/2025 14:10:12,Male,20,Black or African American,,NY,Monroe,No,Yes,Wrestling,None,No,End of high school,4,Yes,1,95,6,2,No,Yes,Junior,"Economics, BA",Binghamton University,,,,3.37,Employment,No,None,No,Do not train,Do not train,N/A,No,,
9/22/2025 14:13:58,Male,18,White,,NY,Westchester,Yes,Yes,Soccer,Tennis,Yes,End of high school,3,Yes,3,93,5,1,No,Yes,Sophomore,"Business Administration, BS",Binghamton University,,,,3.76,Employment,No,None,No,Do not train,Do not train,N/A,No,Everything looks good,
9/22/2025 14:16:22,Male,20,Hispanic or Latino,,NY,N/A,Yes,Yes,Baseball,Basketball,Yes,End of high school,1,No,,97,7,2,Yes,Yes,Junior,"Psychology, BA",Binghamton University,,Yes,,3.35,Graduate School,No,None,Yes,Do not train,Do not train,N/A,No,,
9/22/2025 14:21:51,Male,18,White,,NY,Nassau,Yes,Yes,Soccer,Basketball,Yes,End of high school,2,Yes,3,94.1,3,2.5,No,Yes,Freshman,"Business Administration, BS",Binghamton University,,Yes,Yes,N/A,Employment,No,None,No,Do not train,Do not train,N/A,No,,
9/22/2025 14:29:37,Male,19,White,,NY,N/A,Yes,Yes,American Football,Hockey,No,During high school,8,Yes,4,98,3,2,No,Yes,Junior,"Psychology, BA",Binghamton University,,Yes,Yes,3.5,Graduate School,No,None,Yes,Do not train,Do not train,No effect,No,,
9/22/2025 15:14:10,Female,21,White,,NY,Erie ,Yes,Yes,Soccer,Basketball,Yes,Never Stopped,8,Yes,5+,97,5,2,No,Yes,Senior,"Biological Sciences, BS",Binghamton University,,,,3.58,Graduate School,No,None,No,Do not train,Do not train,N/A,No,NA,
9/22/2025 15:18:06,Male,21,White,,NY,N/A,Yes,Yes,Baseball,Soccer,Yes,End of high school,5,Yes,4,94,6,3,Yes,Yes,Senior,"Economics, BA",Binghamton University,,,,3.4,Graduate School,No,None,Yes,Do not train,Do not train,N/A,,,
9/22/2025 15:34:51,Male,20,White,,NY,Suffolk,Yes,Yes,Soccer,None,No,During high school,0,No,,97,2,2,No,No,Senior,"Biological Sciences, BA",Binghamton University,,,,3.4,Employment,No,None,Yes,Do not train,Do not train,N/A,No,,
9/22/2025 16:21:03,Male,22,"Middle Eastern or North African, Jewish",,NY,New York,Yes,Yes,Hockey,None,No,During high school,5,No,,90,2,2,No,Yes,Senior,"Art, BA",Binghamton University,,,,3.76,Employment,No,None,No,Do not train,Do not train,N/A,No,,
9/22/2025 16:32:54,Male,21,"Black or African American, White",,NY,Suffolk,Yes,Yes,Basketball,None,Yes,During high school,4,No,,93,6,2,No,Yes,Senior,"Nursing, RN-BS Program, BS",Molloy University ,Nursing BSN,No,No,3.56,Employment,No,None,No,Do not train,Do not train,N/A,No,The wording of some of the questions on the last form could benefit from minor modifications however relatively easy to understand and follow.,
9/22/2025 17:39:10,Female,21,White,,NY,Suffolk,Yes,Yes,Cheer,Lacrosse,No,End of high school,5,Yes,3,96,7,3,No,No,Graduate Student,"Business Administration, BS",Binghamton University,,,,3.4,Employment,No,None,No,Do not train,Do not train,N/A,,,
9/22/2025 17:50:09,Female,20,White,,NY,Suffolk ,Yes,Yes,Cheer,Gymnastics,No,Never Stopped,8,Yes,5+,98,5,3,Yes,Yes,Junior,"Integrative Neuroscience, BS",Binghamton University,,Yes,Yes,3.4,Graduate School,No,None,Yes,Do not train,Do not train,Positive effect,No,,
9/22/2025 22:21:24,Male,21,White,,NY,Nassau,Yes,Yes,Baseball,None,Yes,Never Stopped,2,Yes,1,97,5,2,Yes,No,Senior,Other,Baruch College,Journalism,No,Did Not Apply,2.98,Employment,Yes,Baseball,No,6,4,Negative effect,No,it was good,Recruited
9/23/2025 1:48:17,Male,18,Asian,,NY,Rockland ,Yes,Yes,Lacrosse,XC/Track and Field,No,Never Stopped,1,Yes,2,N/A,6,3,No,Yes,Freshman,"Business Administration, BS",Binghamton University,,,,na ,Graduate School,No,None,No,Do not train,Do not train,No effect,No,,
9/24/2025 9:54:34,Female,20,Asian,,NY,N/A,Yes,Yes,Fencing,Basketball,No,End of high school,8,Yes,1,98,3,3,No,No,Senior,"Art, BA",Binghamton University,,,,3.85,Graduate School,No,None,,Do not train,Do not train,N/A,No,"I think the questions were straightforward, and it took me only a few minutes to complete. Although there was a question that said was optional, but actually was not according to Google Forms. Overall, all the questions were intuitive and easily understood, and I did not have any significant trouble when filling out this form. ",
9/24/2025 17:15:04,Male,21,White,,NY,N/A,Yes,Yes,Soccer,Basketball,Yes,End of high school,1,No,,91,6,2,Yes,Yes,Senior,"Political Science, BA",Binghamton University,,,,2.7,Employment,No,None,Yes,Do not train,Do not train,Positive effect,No,No,
9/24/2025 19:03:27,Male,21,White,,NY,Suffolk ,Yes,Yes,Lacrosse,None,Yes,End of high school,5,No,,90,6,3,No,No,Senior,"Business Administration, BS",Binghamton University,,,,3.2,Employment,No,None,Yes,Do not train,Do not train,Positive effect,No,They were very good,
9/24/2025 19:05:41,Male,20,White,,NY,Nassau,Yes,Yes,XC/Track and Field,XC/Track and Field,Yes,Never Stopped,1,Yes,1,N/A,7,3,No,Yes,Junior,"Political Science, BA",Binghamton University,,,,3.7,Graduate School,No,None,,Do not train,Do not train,Positive effect,,,
9/24/2025 19:09:40,Male,20,White,,NY,Nassau,Yes,Yes,Baseball,None,No,End of high school,4,Yes,1,100,3,2,Yes,Yes,Junior,"Business Administration, BS",Binghamton University,,,,3.9,Employment,No,None,Yes,Do not train,Do not train,No effect,No,,
9/24/2025 19:12:53,Male,20,White,,NY,Suffolk,Yes,Yes,American Football,None,No,End of high school,1,Yes,2,100,5,3,No,Yes,Junior,"Computer Science, BS",Binghamton University,,Yes,Yes,3.84,Employment,No,None,No,Do not train,Do not train,No effect,No,,
9/24/2025 19:18:08,Male,20,"Asian, White",,Ny,Nassau,Yes,Yes,Basketball,None,No,End of high school,1,Yes,2,98,5,2,No,Yes,Junior,Undeclared,Binghamton University,,Yes,,2.61,Graduate School,No,None,No,Do not train,Do not train,N/A,No,Yes,
9/24/2025 19:22:21,Male,22,Asian,,NJ,Essex,Yes,Yes,Baseball,None,Yes,During high school,5,Yes,2,85,2,2,No,No,Graduate Student,"Business Administration, BS",Binghamton University,,,,3.66,Employment,No,None,Yes,Do not train,Do not train,N/A,No,Thanks dom,
9/24/2025 19:24:29,Male,20,White,,NY,Suffolk ,Yes,Yes,Basketball,Golf,No,End of middle school,3,Yes,1,90,2,2,Yes,No,Junior,"Psychology, BA",Binghamton University,,,,3.4,Graduate School,No,None,No,Do not train,Do not train,N/A,No,None,
9/24/2025 19:25:24,Male,20,White,,NY,Nassau,Yes,Yes,Baseball,Basketball,No,End of high school,3,Yes,2,96,5,2,No,Yes,Junior,"Business Administration, BS",Binghamton University,,Yes,Yes,3.55,Employment,No,None,Yes,Do not train,Do not train,Positive effect,No,,
9/24/2025 19:31:29,Male,20,White,,NJ,N/A,Yes,Yes,Baseball,Golf,No,End of high school,2,No,,85,6,1,No,Yes,Junior,"Philosophy, Politics, and Law, BA",Binghamton University,,,,3.2,Graduate School,No,None,No,Do not train,Do not train,N/A,No,,
9/24/2025 19:33:22,Male,20,Asian,,NJ,Bergen,Yes,Yes,XC/Track and Field,Soccer,No,During high school,1,No,,88,2,2,No,Yes,Junior,"Economics, BA",Binghamton University,,,,3.2,Employment,No,None,Yes,Do not train,Do not train,No effect,No,the average question out of 100. shit question lol,
9/24/2025 19:41:58,Male,21,White,,NJ,Morris,Yes,Yes,Hockey,Golf,Yes,During high school,6,Yes,5+,N/A,4,3,No,Yes,Graduate Student,Other,Binghamton University,,,Yes,3.93,Employment,No,None,Yes,Do not train,Do not train,No effect,No,Why did playing sports help you can add ,
9/24/2025 19:43:13,Male,21,White,,NY,Nassau ,Yes,Yes,Baseball,American Football,Yes,End of high school,1,Yes,2,93,6,2,Yes,Yes,Graduate Student,"Economics, BA",Binghamton University,,Yes,,3.4,Employment,No,None,Yes,Do not train,Do not train,No effect,,,
9/24/2025 21:19:52,Male,20,Asian,Taiwan,NY,N/A,Yes,Yes,American Football,XC/Track and Field,Yes,End of high school,2,No,,92,7,4,Yes,Yes,Sophomore,"Business Administration, BS",Binghamton University,,,,3.5,Graduate School,No,None,Yes,Do not train,Do not train,Positive effect,No,N/A,
9/25/2025 10:39:31,Male,20,White,,NY,Albany ,Yes,Yes,American Football,None,No,During high school,2,Yes,1,94,7,2,No,Yes,Junior,"Biological Sciences, BS",Binghamton University,,Yes,,3.8,Graduate School,No,None,No,Do not train,Do not train,N/A,,,
9/25/2025 15:21:53,Female,21,White,,NY,N/A,Yes,Yes,Soccer,Golf,Yes,Never Stopped,6,Yes,5+,96,7,2,Yes,Yes,Senior,"Economics, BA",Binghamton University,,,,3.68,Employment,No,None,Yes,Do not train,Do not train,No effect,,,
9/25/2025 15:29:18,Female,21,White,,NY,Suffolk,Yes,No,None,None,No,End of middle school,4,Yes,3,99,Did not train,Did not train,No,No,Senior,"Mathematical Sciences, BA",Binghamton University,,,,3.35,Graduate School,No,None,No,Do not train,Do not train,N/A,,"I think on google forms there's an option that if you submit yes to answer or no it brings you to a next page for additional questions depending on what your answer is. Instead of having questions that aren't applicable for each person/it being confusing if you should leave the question blank you just wouldn't be asked the question. Also I don't know what gender your data is looking into, but I think including dance as a sport would be a common response for girls so it wouldn't be written as other.",
9/25/2025 18:11:22,Male,18,Hispanic or Latino,,NJ,Essex,Yes,Yes,XC/Track and Field,Soccer,Yes,Never Stopped,3,Yes,3,88,6,3,Yes,Yes,Freshman,Other,Stony Brook University ,Economics,Yes,Yes,3.51,Graduate School,Yes,XC/Track and Field,No,6,3,Positive effect,Yes,,Recruited
9/25/2025 18:11:33,Female,19,White,,NY,Onondaga ,Yes,Yes,XC/Track and Field,Lacrosse,Yes,Never Stopped,3,Yes,4,92,6,2,Yes,Yes,Sophomore,Other,Stony Brook University,Sociology ,Yes,No,3.2,Graduate School,Yes,XC/Track and Field,No,6,3,Positive effect,No,,Recruited
9/25/2025 18:11:35,Female,20,White,,NY,Niagara,No,Yes,XC/Track and Field,None,Yes,Never Stopped,5,No,,102.34,7,3,Yes,Yes,Junior,Other,Stony Brook University,Anthropology,No,,2.92,Both,Yes,XC/Track and Field,No,7,3,Positive effect,Yes,Very clear!!! The questions were easy to answer!!,Recruited
9/25/2025 18:12:11,Female,19,White,,NY,Orange,Yes,Yes,XC/Track and Field,Soccer,Yes,Never Stopped,3,No,,98,6,2,Yes,Yes,Sophomore,"Anthropology, BA",Stony Brook University ,Anthropology ,Yes,Yes,3.7,Both,Yes,XC/Track and Field,No,6,2,No effect,Yes,,Recruited
9/25/2025 18:12:33,Female,19,White,,NY,Rensselaer,Yes,Yes,XC/Track and Field,Basketball,Yes,Never Stopped,6,Yes,2,99.1,6,2,Yes,Yes,Sophomore,Other,Stony Brook University,Biochem (BS) and Psychology 2nd major (BS),No,No,3.59,Both,Yes,XC/Track and Field,No,6,3,No effect,Yes,,Recruited
9/25/2025 18:12:39,Male,18,White,,NY,Albany,Yes,Yes,XC/Track and Field,None,Yes,Never Stopped,2,No,,92,7,2,Yes,Yes,Freshman,Other,Stony Brook University,Business management,Yes,Waitlisted,NA,Graduate School,Yes,XC/Track and Field,No,6,2,Negative effect,No,,Recruited
9/25/2025 18:12:43,Male,20,White,,NY,Schenectady ,Yes,Yes,XC/Track and Field,Soccer,No,Never Stopped,2,Yes,2,95,6,2,Yes,Yes,Junior,Other,Stony Brook University,Physics and Applied Math,No,No,3.9,Both,Yes,XC/Track and Field,No,7,2,Positive effect,No,,Recruited
9/25/2025 18:13:05,Female,21,Hispanic or Latino,,NY,Westchester,Yes,Yes,XC/Track and Field,XC/Track and Field,Yes,Never Stopped,3,Yes,1,96,6,2,Yes,Yes,Senior,Other,Stony Brook University,Health science,No,,3.2,Graduate School,Yes,XC/Track and Field,No,6,2,Positive effect,Yes,,Recruited
9/25/2025 18:13:19,Female,20,White,,NY,Orange,Yes,Yes,XC/Track and Field,None,Yes,Never Stopped,6,Yes,2,94,6,2,Yes,Yes,Junior,Other,Stony Brook University,Health Science,Yes,Yes,3.5,Graduate School,Yes,XC/Track and Field,No,6,3,Positive effect,Yes,All good broski,Recruited
9/25/2025 18:13:27,Female,20,White,,NY,Suffolk,Yes,Yes,XC/Track and Field,Basketball,Yes,Never Stopped,4,Yes,3,101.3,7,2,Yes,Yes,Senior,Other,Stony Brook University,Health Science,No,Did Not Apply,3.75,Graduate School,Yes,XC/Track and Field,No,7,2,No effect,Yes,None,Recruited
9/25/2025 18:13:35,Male,19,Hispanic or Latino,,NY,Orange,Yes,Yes,XC/Track and Field,None,Yes,Never Stopped,5,Yes,2,101.73,5,2,Yes,Yes,Sophomore,Other,Stony Brook University,Health Science ,No,,3.87,Med School,Yes,XC/Track and Field,No,6,3,Negative effect,Yes,Confused about the Binghamton focus!,Recruited
9/25/2025 18:13:35,Female,19,White,,NY,Suffolk ,Yes,Yes,XC/Track and Field,None,Yes,Never Stopped,5,Yes,5,104.55,6,2,Yes,Yes,Sophomore,Other,Stony Brook University,Applied Mathematics and Statistics ,Yes,Yes,3.95,Graduate School,Yes,XC/Track and Field,No,6,3,Positive effect,No,,Walk on
9/25/2025 18:14:30,Male,18,White,,NY,Nassau,Yes,Yes,XC/Track and Field,Basketball,Yes,Never Stopped,1,No,,89,7,2,Yes,Yes,Sophomore,Other,Stony Brook University,Health Science,Yes,Yes,3.2,Both,Yes,XC/Track and Field,No,6,3,No effect,No,,Recruited
9/25/2025 18:14:32,Female,18,White,,CT,Windham,Yes,Yes,XC/Track and Field,None,Yes,Never Stopped,7,Yes,2,N/A,6,2,Yes,Yes,Sophomore,Other,Stony Brook University ,Biology,Yes,Yes,3.6,Both,Yes,XC/Track and Field,No,6,3,Positive effect,No,,Recruited
9/25/2025 18:15:05,Male,21,White,,NY,Ulster,Yes,Yes,XC/Track and Field,Tennis,Yes,Never Stopped,2,Yes,2,94,6,2,Yes,Yes,Senior,Other,Stony Brook University,English Education,No,Did Not Apply,3.1,Graduate School,Yes,XC/Track and Field,No,7,4,Positive effect,No,👍,Walk on
9/25/2025 18:15:43,Male,19,White,,NY,Suffolk,Yes,Yes,XC/Track and Field,None,Yes,Never Stopped,5,No,,90,7,2,Yes,Yes,Sophomore,Other,Stony Brook University,Health Science,No,Did Not Apply,3.3,Both,Yes,XC/Track and Field,No,6,2,Positive effect,No,All good,Recruited
